id,title,brand,reference,price_raw,price,price_original_raw,price_original,discount_percent,url,image_small,image_large,description,promo_type,scrape_date
,Gel anti Vergetures 200ml - Kuora,KUORA,8470003771924,"51,322 TND",51.322,,,0.0,https://cosmetique.tn/soins-anti-cellulite/7625-gel-anti-vergetures-200ml-kuora-.html,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%20236%20305'%3E%3C/svg%3E",https://cosmetique.tn/18723-thickbox_default/gel-anti-vergetures-200ml-kuora-.jpg,"Gel anti - Vergetures - Kuora - 200ml 
EXTRAIT ASIATIQUE DE CENTELLA 5% L'extrait de gotu kola en dermocosmétique, stimule l'activation du broblastic et la production de collagène pour protéger, réparer la peau et améliorer son hydratation. Contient des ingrédients qui agissent comme des antioxydants.
C'est un principe actif particulièrement indiqué pour...",Standard,2025-11-24
,Brosse et Pierre Ponce pour les Pieds - Bleu,Cosmetique,0000000000527,"10,000 TND",10.0,,,0.0,https://cosmetique.tn/soins-des-pieds-jambes/7464-brosse-et-pierre-ponce-pour-les-pied-bleu.html,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%20236%20305'%3E%3C/svg%3E",https://cosmetique.tn/18323-thickbox_default/brosse-et-pierre-ponce-pour-les-pied-bleu.jpg,"La Pierre Ponce permet d'éliminer les callosités et les peaux mortes de vos pieds. Débarrassée de ses rugosités, votre peau retrouve douceur et souplesse. Accompagnée de sa brosse, elle permet également d'éliminer efficacement les impuretés des ongles, entre les doigts. Conseils d'utilisation:Utilisez la pierre ponce mouillée sur pieds humides et...",Standard,2025-11-24
,Spatules en Bois pour épilation à la Cire 100 pièces,Cosmetique,0000000000523,"15,000 TND",15.0,,,0.0,https://cosmetique.tn/cires-a-epiler/7459-spatules-en-bois-pour-epilation-a-la-cire-100-pieces-.html,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%20236%20305'%3E%3C/svg%3E",https://cosmetique.tn/18291-thickbox_default/spatules-en-bois-pour-epilation-a-la-cire-100-pieces-.jpg,"Idéal pour une application pratique, propre et rapide de la cire.
Mou, tendre
Ils répandent le produit homogène",Standard,2025-11-24
,"SVR Topialyse baume protect+, 200ml",SVR,3662361001910,"49,500 TND",49.5,,,0.0,https://cosmetique.tn/creme-baume/7285-topialyse-baume-protect-200ml-svr.html,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%20236%20305'%3E%3C/svg%3E",https://cosmetique.tn/17953-thickbox_default/topialyse-baume-protect-200ml-svr.jpg,Topialyse baume protect + SVR est un soin relipidant pour le visage et le corps qui peut s'utiliser dès la naissance. Cette crème riche répare et soulage immédiatement et durablement les sensations de démangeaisons et les irritations grâce notamment à sa richesse en céramides AD. Elle contient aussi des omégas 6 et 9 et un fructane issu de muguet du Japon...,Standard,2025-11-24
,Huile sèche pailletée 60ML - Alania,Alania,6192482800095,"28,000 TND",28.0,"31,000 TND",31.0,3.0,https://cosmetique.tn/huile-corporelle/6716-huile-seche-pailletee-60ml-alania-.html,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%20236%20305'%3E%3C/svg%3E",https://cosmetique.tn/16515-thickbox_default/huile-seche-pailletee-60ml-alania-.jpg,"Appliquer l'huile sèche pailletée sur le visage et le corps pour nourrir, adoucir et satiner la peau.
Sur le corps, massez l'Huile sur vos jambes de bas en haut pour capter la lumière et leur donner un reflet satiné.
A l’approche de l’été, mélangez dans le creux de la main quelques gouttes d’huile sèche avec votre lait corps hydratant pour des jambes de...",Standard,2025-11-24
,Touche d'Or Lait de corps GLAMOUR,Touche D'Or,0000000000453,"25,000 TND",25.0,,,0.0,https://cosmetique.tn/lait-hydratant/6625-lait-de-corps-glamour-touche-dor.html,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%20236%20305'%3E%3C/svg%3E",https://cosmetique.tn/16377-thickbox_default/lait-de-corps-glamour-touche-dor.jpg,"Lait corporel Touche d’or parfumé, scintillant et ultra hydratant avec une texture riche et onctueuse, il nourrit de façon visible et durable la peau grâce à sa richesse en actifs : beurre de karité , noix de coco, urée, huile d’argan et en protéines de soie.
Bienfaits Du Lait De Corps
Protège de la déshydratation et favorise l’équilibre des fonctions de...",Standard,2025-11-24
,SVR Xerial 10 lait corps anti-squames 400 ml,SVR,3662361002429,"69,500 TND",69.5,,,0.0,https://cosmetique.tn/lait-hydratant/6109-xerial-10-lait-corps-anti-squames-400-ml-svr-.html,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%20236%20305'%3E%3C/svg%3E",https://cosmetique.tn/15134-thickbox_default/xerial-10-lait-corps-anti-squames-400-ml-svr-.jpg,"Grâce à la Technologie Urée Pure (brevet déposé) concentrée à 10%, Protéase et Acides Aminés, Xérial 10 Lait Corps élimine efficacement les cellules mortes et hydrate intensément pendant 24 h.
Enrichi en Beurre de Karité et Allantoïne, Xérial 10 Lait Corps nourrit, protège et apaise les sensations de tiraillements.
Sa texture agréable et non grasse sétale...",Standard,2025-11-24
,NUXE Huile prodigieuse Or 100ML,Nuxe,3264680009778,"153,500 TND",153.5,,,0.0,https://cosmetique.tn/huile-corporelle/5834-huile-prodigieuse-or-huile-seche-multi-fonctions-100ml-nuxe.html,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%20236%20305'%3E%3C/svg%3E",https://cosmetique.tn/16971-thickbox_default/huile-prodigieuse-or-huile-seche-multi-fonctions-100ml-nuxe.jpg,"Cette huile sèche version Or à la formule suractivée est une association inédite de 30% dHuiles Végétales Précieuses et de Vitamine E pour nourrir, réparer, adoucir en un seul geste le visage, le corps et les cheveux. Un cocktail unique de 6 Huiles Végétales Précieuses (Bourrache, Extraits huileux de Millepertuis, Amandes Douces, Camélia, Noisette,...",Standard,2025-11-24
,Touche d'Or Huile sèche vitaminée,Touche D'Or,0000000000205,"29,000 TND",29.0,,,0.0,https://cosmetique.tn/huile-corporelle/4043-huile-seche-vitaminee-touche-d-or.html,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%20236%20305'%3E%3C/svg%3E",https://cosmetique.tn/15093-thickbox_default/huile-seche-vitaminee-touche-d-or.jpg,"Bienfaits D'huile Sèche Touche D'Or 100% Naturel
Hydratante.
Protectrice.
Nourrissante.
Illuminatrice.
Préparatrice.
Parfumante.
Mode D'utilisation D'huile Sèche Touche D'Or 100% Naturel
S’utilise  sur le  :
Visage : appliquer quelques gouttes de préférence  le soir.
Corps
Cheveux : appliquer l’huile sur vos cheveux, laissé sans rince",Standard,2025-11-24
,"NUXE Huile prodigieuse, 100ml",Nuxe,3264680009754,"127,778 TND",127.778,,,0.0,https://cosmetique.tn/huile-corporelle/3873-huile-prodigieuse-100ml-nuxe.html,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%20236%20305'%3E%3C/svg%3E",https://cosmetique.tn/8795-thickbox_default/huile-prodigieuse-100ml-nuxe.jpg,"Avec 98,8% d'ingrédients d'origine naturelle, cette huile sèche à la formule suractivée est une association inédite de 30% d'Huiles Végétales Précieuses et de Vitamine E pour nourrir, réparer, adoucir en un seul geste le visage, le corps et les cheveux.
Un cocktail unique de 7 Huiles Végétales Précieuses (Bourrache, Extraits huileux de Millepertuis,...",Standard,2025-11-24
,"NUXE Huile prodigieuse, 50ml",Nuxe,3264680009761,"81,500 TND",81.5,,,0.0,https://cosmetique.tn/huile-corporelle/3376-huile-prodigieuse-50ml-nuxe-.html,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%20236%20305'%3E%3C/svg%3E",https://cosmetique.tn/8796-thickbox_default/huile-prodigieuse-50ml-nuxe-.jpg,"Avec 98,8% d'ingrédients d'origine naturelle, cette huile sèche à la formule suractivée est une association inédite de 30% d'Huiles Végétales Précieuses et de Vitamine E pour nourrir, réparer, adoucir en un seul geste le visage, le corps et les cheveux.
Un cocktail unique de 7 Huiles Végétales Précieuses (Bourrache, Extraits huileux de Millepertuis,...",Standard,2025-11-24
,La roche posay Lipikar lait relipidant corps 200ml,La Roche-Posay,3337875549622,"37,000 TND",37.0,"74,000 TND",74.0,50.0,https://cosmetique.tn/lait-hydratant/3245-lipikar-lait-urea-5-400ml-la-roche-posay.html,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%20236%20305'%3E%3C/svg%3E",https://cosmetique.tn/8521-thickbox_default/lipikar-lait-urea-5-400ml-la-roche-posay.jpg,"La Roche-Posay Lipikar Urea 5+ est destiné au soin des peaux très sèches, squameuses et rugueuses des enfants, des adultes et des personnes âgées. Sa formule ultra-fondante contient 5% d’urée associée à de l’allantoïne ainsi qu’à un actif exfoliant pour éliminer les rugosités, apaiser les irritations et adoucir la peau durablement.
Le Lait Lipikar Urea 5+...",Standard,2025-11-24
,SVR Cicavit+ crème apaisante 40ml,SVR,3401344502149,"31,500 TND",31.5,,,0.0,https://cosmetique.tn/creme-apaisante-peau-sensible/691-svr-cicavit-creme-40-ml.html,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%20236%20305'%3E%3C/svg%3E",https://cosmetique.tn/21237-thickbox_default/svr-cicavit-creme-40-ml.jpg,"CICAVIT+ Crème est un soin qui accélère la réparation cutanée et apaise intensément les peaux abimées et irritées de toute la famille
Pour toutes les peaux abîmées et irritées :

Sécheresses, rougeurs, gerçures, écorchures, rougeurs du siège, marques de varicelle, tatouages, post-actes dermatologiques (peeling, laser), échauffements, coups de soleil,...",Standard,2025-11-24
,Cerave crème lavante hydratante 236ml,CeraVe,3337875597180,"42,800 TND",42.8,,,0.0,https://cosmetique.tn/nettoyer/8715-cerave-creme-lavante-hydratante-236ml.html,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%20236%20305'%3E%3C/svg%3E",https://cosmetique.tn/20616-thickbox_default/cerave-creme-lavante-hydratante-236ml.jpg,"CeraVe Crème Lavante Hydratante 236 ml est une crème lavante qui permet de nettoyer et hydrater la peau (visage et corps) sans altérer la barrière protectrice de la peau.
Idéale pour les peaux normales à sèches, sa formule contient 3 céramides essentiels dont la peau saine a besoin pour aider à renouveler et conserver sa barrière protectrice naturelle, et...",Standard,2025-11-24
,Farmona Gel bain et douche Mûre & Framboise 425ml,Farmona,5900117005286,"17,700 TND",17.7,,,0.0,https://cosmetique.tn/gel-douche/8218-gel-bain-et-douche-mure-framboise-425ml-farmona.html,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%20236%20305'%3E%3C/svg%3E",https://cosmetique.tn/19627-thickbox_default/gel-bain-et-douche-mure-framboise-425ml-farmona.jpg,"Le gel de douche aux mûres et à la Framboise est dédié à tous les types de peau. Il assure à votre corps une hydratation en douceure. Il raffermit, lisse la peau, assurant ainsi une apparence saine. Il est enrichi à la vitamines A, E, F et aux huiles naturelles de fruits.",Standard,2025-11-24
,Farmona Gel bain et douche Cerise & Groseille 425ml,Farmona,5900117005279,"17,700 TND",17.7,,,0.0,https://cosmetique.tn/gel-douche/8217-gel-bain-et-douche-cerise-groseille-425ml-farmona.html,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%20236%20305'%3E%3C/svg%3E",https://cosmetique.tn/19625-thickbox_default/gel-bain-et-douche-cerise-groseille-425ml-farmona.jpg,"Le gel de douche à la cerise et à la groseille est dédié à tous les types de peau. Il assure à votre corps une hydratation en douceure. Il raffermit, lisse la peau, assurant ainsi une apparence saine. Il est enrichi à la vitamines A, E, F et aux huiles naturelles de fruits.",Standard,2025-11-24
,Farmona Gel bain et douche Pêche & Mangue 425ml,Farmona,5900117005262,"17,700 TND",17.7,,,0.0,https://cosmetique.tn/gel-douche/8215-gel-bain-et-douche-peche-mangue-425ml-farmona.html,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%20236%20305'%3E%3C/svg%3E",https://cosmetique.tn/19621-thickbox_default/gel-bain-et-douche-peche-mangue-425ml-farmona.jpg,"Le gel de douche à la pêche et à la mangue est dédié à tous les types de peau. Il assure à votre corps une hydratation en douceure. Il raffermit, lisse la peau, assurant ainsi une apparence saine. Il est enrichi à la vitamines A, E, F et aux huiles naturelles de fruits.",Standard,2025-11-24
,Cerave - SA gel nettoyant Anti Rugosités 236ml,CeraVe,3337875684118,"50,800 TND",50.8,,,0.0,https://cosmetique.tn/gel-douche/8032-sa-gel-nettoyant-anti-rugosites-236ml-cerave-.html,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%20236%20305'%3E%3C/svg%3E",https://cosmetique.tn/19357-thickbox_default/sa-gel-nettoyant-anti-rugosites-236ml-cerave-.jpg,"CeraVe SA Gel Nettoyant Anti-Rugosités 236 ml est un soin à la formule lissante, sans grains aux 3 céramides essentiels, acide salicylique et acide hyaluronique.
Il nettoie en douceur et favorise l'élimination des rugosités des peaux sèches sans altérer la barrière protectrice de la peau.
Sans parfum. Convient aux peaux sensibles, hypoallergénique.
Non...",Standard,2025-11-24
,Byphasse Back to Basics Gel douche tous types de peaux 750ml,Byphasse,8436097094486,"10,000 TND",10.0,,,0.0,https://cosmetique.tn/gel-douche/7009-back-to-basics-gel-douche-tous-types-de-peaux-750ml-byphasse.html,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%20236%20305'%3E%3C/svg%3E",https://cosmetique.tn/17288-thickbox_default/back-to-basics-gel-douche-tous-types-de-peaux-750ml-byphasse.jpg,"Le gel douche Back to Basics pour tous types de peaux de Byphasse nettoie la peau en douceur. Sa formule épurée, développée avec une liste d’ingrédients réduite au strict minimum, prend soin de la peau sous la douche sans minimiser l’expérience sensorielle et le plaisir que procurent sa texture transparente et sa mousse délicate.
La simplicité au cœur du...",Standard,2025-11-24
,Savon extra doux amande verte 150g -rogé cavaillès,Rogé Cavaillès,3596490000271,"13,000 TND",13.0,,,0.0,https://cosmetique.tn/savon/5761-savon-extra-doux-amande-verte-150g-roge-cavailles.html,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%20236%20305'%3E%3C/svg%3E",https://cosmetique.tn/16433-thickbox_default/savon-extra-doux-amande-verte-150g-roge-cavailles.jpg,"Produit historique de la marque Rogé Cavaillès, le Savon surgras est reconnu depuis 1924 pour ses nombreuses vertus.Enrichi en huile d'amande douce, il nettoie votre peau en douceur et lui apporte confort et souplesse en l'aidant à maintenir, jour après jour, son hydratation naturelle.Il laisse un film protecteur sur la peau et protège des agressions...",Standard,2025-11-24
,Nuxe Body Rêve de Thé Gelée de douche ressourçant - 200ml,Nuxe,3264680022012,"40,300 TND",40.3,,,0.0,https://cosmetique.tn/nettoyer/3890-reve-de-the-gelee-de-douche-revitalisante-200ml-nuxe.html,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%20236%20305'%3E%3C/svg%3E",https://cosmetique.tn/8821-thickbox_default/reve-de-the-gelee-de-douche-revitalisante-200ml-nuxe.jpg,"Cette gelée de douche ultra-sensorielle, harmonie de rêve entre une base lavante végétale et un extrait de Thé vert, nettoie la peau en délicatesse pour la laisser douce et confortable.
Sa texture fondante à l’irrésistible parfum de Thé vert se transforme en une fine mousse rinçable facilement.
Un moment hors du temps pour le corps et l’esprit.",Standard,2025-11-24
,Huile minceur de massage 150ml- inoderma,InoDerma,6194115010116,"20,000 TND",20.0,"27,900 TND",27.9,7.9,https://cosmetique.tn/massage-et-detente/2206-minceur-huile-de-massage-150ml-inoderma.html,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%20236%20305'%3E%3C/svg%3E",https://cosmetique.tn/13562-thickbox_default/minceur-huile-de-massage-150ml-inoderma.jpg,"INODERMA MINCEUR 150ML

InoDerma Minceur est un complexe d’Huiles Essentielles et Végétales ayant une action amincissante, drainante, raffermissante et anti-cellulite. Sa formule 100% naturelle, permet d’affiner la silhouette et de réduire la cellulite tout en hydratant l’épiderme. Elle favorise également la stimulation de la microcirculation et aide à...",Standard,2025-11-24
,Savon solide à froid pur nature 140g-oliva nature,Oliva Nature,6192490900015,"9,000 TND",9.0,,,0.0,https://cosmetique.tn/savon/1807-savon-solide-a-froid-pur-nature-140g-oliva-nature.html,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%20236%20305'%3E%3C/svg%3E",https://cosmetique.tn/7522-thickbox_default/savon-solide-a-froid-pur-nature-140g-oliva-nature.jpg,"Convient à toute la famille,sans parfum , adapté aux bébés,aux enfants , aux femmes enceintes et peaux hypoallergéniques
Ingrédients (INCI): Huile d’olive vierge , Eau, Hydroxyde de sodium.  
Surgras 3%
Riche en Glycérine ± 9  %
 OPN1
± 140 g
A conserver dans un endroit sec et aéré après chaque utilisation, à l'abri de la chaleur et l'humidité. 
Le savon...",Standard,2025-11-24
,k-reine Crème de massage amincissante 250 ml,K-reine,6192427305456,"24,000 TND",24.0,,,0.0,https://cosmetique.tn/soins-anti-cellulite/256-creme-de-massage-amincissante-250-ml-k-reine.html,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%20236%20305'%3E%3C/svg%3E",https://cosmetique.tn/383-thickbox_default/creme-de-massage-amincissante-250-ml-k-reine.jpg,"CRÈME DE MASSAGE AMINCISSANTE ANTI CELLULITE
HE. Thé vert - caféine
Amande Douce - Karité - Vitamine E 
Cette crème à la formule riche aux huile naturelles aide à réduire le volume de graisse, combat la cellulite adipeuse tout en permettant de se débarrasser de peaux d'orange. Ce soin est idéal pour drainer les toxines, raffermit la peau et renforce son...",Standard,2025-11-24
,Xtrem kératine dose Conditionneur protéine collagène 100ml,XTREM KERATIN,0000000000666,"13,500 TND",13.5,,,0.0,https://cosmetique.tn/apres-shampoing/9156-xtrem-keratine-dose-conditionneur-proteine-collagene-100ml.html,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%20236%20305'%3E%3C/svg%3E",https://cosmetique.tn/21409-thickbox_default/xtrem-keratine-dose-conditionneur-proteine-collagene-100ml.jpg,"SOIN APRES-SHAMPOING 4 -
Sa formule à base d’huile d’argan, d’huile de tournesol et de kératine végétale, fait de ce soin l’allié idéal de toutes les chevelures. Il nourrit et régénère la fibre capillaire qui retrouve instantanément brillance, souplesse et vitalité ainsi que des reflets sublimés grâce à la poudre de diamant. Idéal pour entretenir le...",Standard,2025-11-24
,K-reine Sérum Hydratant Nutritif Lissant Shea Butter Vitamine E - 100 ml,K-reine,6192427311150,"17,900 TND",17.9,,,0.0,https://cosmetique.tn/serums-ampoules-capillaires/7688-serum-hydratant-nutritif-lissant-shea-butter-vitamine-e-100-ml-k-reine.html,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%20236%20305'%3E%3C/svg%3E",https://cosmetique.tn/18818-thickbox_default/serum-hydratant-nutritif-lissant-shea-butter-vitamine-e-100-ml-k-reine.jpg,"Sérum Hydratant Nutritif Lissant Shea Butter Vitamin E 100 ml sans sulfate sans sel
CHEVEUX AFFAIBLIS, CASSANTS ET POINTES FOURCHUES
FACILITE LE BRUSHING
Ce sérum est conçu pour hydrater et nourrir les cheveux affaiblis et cassants. Enrichi en beurre de karité et vitamine E, ce soin scelle et lisse les pointes fourchues. Facilite le démêlage et le...",Standard,2025-11-24
,Xtrem keratin dose shampoing purifiant 100ml,XTREM KERATIN,0000000000665,"10,000 TND",10.0,,,0.0,https://cosmetique.tn/tout-type-de-cheveux/9155-xtrem-keratin-dose-shampoing-purifiant-100ml.html,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%20236%20305'%3E%3C/svg%3E",https://cosmetique.tn/21407-thickbox_default/xtrem-keratin-dose-shampoing-purifiant-100ml.jpg,"Le shampoing purifiant n°1 est formulé à base de kératine, de protéine de blé et de collagène
Il favorise la pénétration des actifs contenus dans le Lissage Soyeux n°2.
Utilisation : Laver les cheveux avec le shampoing purifiant. Renouveler l'opération si le shampoing à peu moussé. Sécher la chevelure à 100%",Standard,2025-11-24
,k-reine Shampoing sans sulfate réparateur restructurant 270 ml,K-reine,6192427307115,"17,950 TND",17.95,,,0.0,https://cosmetique.tn/shampoing-cheveux-fins-cassants/255-shampoing-sans-sulfate-reparateur-restructurant-270-ml-k-reine.html,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%20236%20305'%3E%3C/svg%3E",https://cosmetique.tn/18430-thickbox_default/shampoing-sans-sulfate-reparateur-restructurant-270-ml-k-reine.jpg,Ce shampoing est conçu pour nettoyer délicatement les cheveux et maintenir les résultats du lissage brésilien. Sa formule sans sulfate (SLS) et sans sel (chlorure de sodium) et sa richesse en kératine et en huile d’argan permet de prolonger la durée de vie de votre lissage . Il nettoie en douceur et respecte les cheveux sensibilisés. Il reconstitue La...,Standard,2025-11-24
,k-reine Shampoing sans sulfate hydratant nutritif lissant 270ml,K-reine,6192427307139,"17,950 TND",17.95,,,0.0,https://cosmetique.tn/tout-type-de-cheveux/254-shampoing-sans-sulfate-hydratant-nutritif-lissant-270ml-k-reine.html,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%20236%20305'%3E%3C/svg%3E",https://cosmetique.tn/18429-thickbox_default/shampoing-sans-sulfate-hydratant-nutritif-lissant-270ml-k-reine.jpg,"Ce shampoing sans sulfate (SLS) et sans sel (chlorure de sodium) permet de laver et soigner les cheveux en douceur et en un seul geste. Son mélange est enrichit par le beurre de karité et la provitamine B5 qui revitalisent et renforcent les cheveux affaiblis et cassants, réparent les pointes fourchues et leur donnant souplesse et brillance. Ce produit est...",Standard,2025-11-24
,Dose collagene et proteine 100ml-xtrem keratin,XTREM KERATIN,0000000000068,"90,000 TND",90.0,,,0.0,https://cosmetique.tn/proteine/2015-dose-collagene-et-proteine-100ml-xtrem.html,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%20236%20305'%3E%3C/svg%3E",https://cosmetique.tn/11091-thickbox_default/dose-collagene-et-proteine-100ml-xtrem.jpg,"Véritable concentré d’actifs lissants, nourrissants et traitants, le Lissage Collagène N°2 Xtrem Keratin est un lissage de dernière génération formulé est sans formaldéhyde.
Le lissage Xtrem Keratin Collagène N°2 ne dégage pas de fumée et ne modifie pas la couleur du cheveu.
Durée du lissage: 3 mois.
Enrichi en protéine de soie, en collagène, en...",Standard,2025-11-24
,k-reine Sérum Hydratant Nutritif Lissant Shea Butter Vitamine E - 200 ml,K-reine,6192427305609,"29,500 TND",29.5,,,0.0,https://cosmetique.tn/serums-ampoules-capillaires/144-serum-nutritif-lissant-au-beurre-de-karite-et-a-la-vitamine-e-200-ml.html,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%20236%20305'%3E%3C/svg%3E",https://cosmetique.tn/18765-thickbox_default/serum-nutritif-lissant-au-beurre-de-karite-et-a-la-vitamine-e-200-ml.jpg,"Sérum Hydratant Nutritif Lissant Shea Butter Vitamin E 200 ml sans sulfate sans sel
CHEVEUX AFFAIBLIS, CASSANTS ET POINTES FOURCHUES
FACILITE LE BRUSHING
Ce sérum est conçu pour hydrater et nourrir les cheveux affaiblis et cassants. Enrichi en beurre de karité et vitamine E, ce soin scelle et lisse les pointes fourchues. Facilite le démêlage et le...",Standard,2025-11-24
,k-reine Sérum réparateur restructurant 1000 ml,K-reine,6192427304947,"76,900 TND",76.9,,,0.0,https://cosmetique.tn/serums-ampoules-capillaires/149-serum-reparateur-restructurant-1000-ml-k-reine.html,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%20236%20305'%3E%3C/svg%3E",https://cosmetique.tn/358-thickbox_default/serum-reparateur-restructurant-1000-ml-k-reine.jpg,"SÉRUM RÉPARATEUR RESTRUCTURANT 
A la pro-kératine/A l'huile d'argan à la vitamine E 
USAGE PROFESSIONNEL/ PROFESSIONAL USE
Sulfate free
•Répare les lésions des cheveux abîmés et cassants
•Omble et reconstruit la fibre capillaire
•Forme un film protecteur pour protéger les cheveux agressés et endommagées par les colorations et les brushings à répétition....",Standard,2025-11-24
,k-reine Silver conditionner  anti jaunissement 1000 ml,K-reine,6192427307771,"35,900 TND",35.9,,,0.0,https://cosmetique.tn/apres-shampoing/250-silver-conditionner-anti-jaunissement-1000-ml-k-reine.html,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%20236%20305'%3E%3C/svg%3E",https://cosmetique.tn/1739-thickbox_default/silver-conditionner-anti-jaunissement-1000-ml-k-reine.jpg,"SILVER CONDITIONNER 1 LITRE K-REINE ANTI JAUNISSEMENT
ANTI-YELLOWNESS CONDITIONNER Pour Cheveux Blancs, Gris, Méchés ou décolorés
Neutralise les effets dorés indésirables
Ce conditionner est spécialement conçu pour corriger les nuances et les reflets indésirables. II adoucit la texture des cheveux et répare leurs structures. Sa formule riche apporte du...",Standard,2025-11-24
,k-reine Facilitateur de brushing 1000 ml,K-reine,6192427307429,"63,500 TND",63.5,,,0.0,https://cosmetique.tn/fixateur-cheveux/164-facilitateur-de-brushing-1000-ml-k-reine.html,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%20236%20305'%3E%3C/svg%3E",https://cosmetique.tn/21639-thickbox_default/facilitateur-de-brushing-1000-ml-k-reine.jpg,"Ce soin est spécialement conçu pour faciliter le démêlage et le brushing. Il apporte brillance fluidité et souplesse aux cheveux et les protège contre les agressions du séchoir et du fer à lisser. Instantanément, la surface des cheveux est lissée et uniformisée pour une triple action anti-frizz/anti- humidité/ anti -statique tandis que la fibre est...",Standard,2025-11-24
,K-reine Masque colorant ravive crazy tone electric blue,K-reine,6192427309553,"21,500 TND",21.5,,,0.0,https://cosmetique.tn/masque-colorant-/5165-masque-colorant-ravive-crazy-tone-electric-blue-k-reine-.html,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%20236%20305'%3E%3C/svg%3E",https://cosmetique.tn/12260-thickbox_default/masque-colorant-ravive-crazy-tone-electric-blue-k-reine-.jpg,"Ce masque colorant ravive, intensifie et ajoute de la profondeur à la couleur des cheveux naturels, colorés ou méchés. Il redonne brillance et hydrate la chevelure pour un toucher soyeux.Sur cheveux préalablement lavés et essorés, appliquer le masque uniformément avec un peigne. Laisser poser 3 à 5 minutes, puis rincer.Pour obtenir les résultats les plus...",Standard,2025-11-24
